name,reviews,review_datetime_utc,Location_Unique,Status,Lat,Long,Translated_Review,Sentiment_Score,O2_mg/l,O2_%,T_oC,ZICHT_m,INTTNLETRCCN_nKVE/dl,E_COLI_nKVE/dl,CHLFa_ug/l_blauwalg,FG,TG,SQ,DR,RH,Amenities_Score,Normalized_Amenities_Score
Park de Oeverlanden,1435,2021-01-09,Nieuwemeer,official,52.3349228,4.8191074,Nice cycling path along the Oeverlanden. Quite some people over the weekends but not too busy.,0.2263,,,,,,,,1.7,0.1,5.0,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-12-28,Nieuwemeer,official,52.3349228,4.8191074,"Came here because of the glowing review lol. Was not disappointed. Best enjoyed in sunny summer days, with a friend or ten. ;)",0.7339,,,,,,,,3.7,3.5,1.0,4.5,4.9,4.0,0.29
Park de Oeverlanden,1435,2020-12-22,Nieuwemeer,official,52.3349228,4.8191074,Looking out over the water to the setting sun,0.0,,,,,,,,6.0,10.2,0.0,3.2,7.7,4.0,0.29
Park de Oeverlanden,1435,2020-12-22,Nieuwemeer,official,52.3349228,4.8191074,A place to get away from the bustle of the city,0.0,,,,,,,,6.0,10.2,0.0,3.2,7.7,4.0,0.29
Park de Oeverlanden,1435,2020-12-01,Nieuwemeer,official,52.3349228,4.8191074,All dark persons,0.0,7.1,59.0,6.6,1.0,,,,6.0,8.4,3.0,4.2,3.7,4.0,0.29
Park de Oeverlanden,1435,2020-11-20,Nieuwemeer,official,52.3349228,4.8191074,Very nice,0.4754,,,,,,,,4.4,6.4,0.3,0.2,0.2,4.0,0.29
Park de Oeverlanden,1435,2020-11-08,Nieuwemeer,official,52.3349228,4.8191074,"Great park at the lakeside, where you can take long walks, enjoy several small beaches, and even see some Scottish buffaloes who live there  (they're not dangerous, but like to be left alone, so please  don't try to touch or feed them). There's also a cafe, and a gay cruising area. In the summer months you can take the ferry to the Amsterdamse bos.",0.6427,,,,,,,,2.0,8.7,3.9,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-11-04,Nieuwemeer,official,52.3349228,4.8191074,Nice now,0.4215,,,,,,,,3.4,7.6,7.1,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-10-13,Nieuwemeer,official,52.3349228,4.8191074,Beautiful nature nice places wonderful hiking,0.886,,,,,,,,4.7,10.3,5.7,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-10-12,Nieuwemeer,official,52.3349228,4.8191074,"Very nice hiking trails, beautiful surroundings but lots of condos and packages in nature, even far outside the cruisin area",0.5418,,,,,,,,3.1,10.3,5.0,0.5,0.6,4.0,0.29
Park de Oeverlanden,1435,2020-09-26,Nieuwemeer,official,52.3349228,4.8191074,A lot of fun,0.5106,,,,,,,,4.4,13.1,6.0,3.7,7.4,4.0,0.29
Park de Oeverlanden,1435,2020-09-25,Nieuwemeer,official,52.3349228,4.8191074,"Things are happening there that are not quite right. Therefore, you should not go there after dark.",0.0,,,,,,,,6.8,11.0,4.6,3.2,5.5,4.0,0.29
Park de Oeverlanden,1435,2020-09-24,Nieuwemeer,official,52.3349228,4.8191074,Lovely place to sit overlooking the new lake!!!!!,0.7156,,,,,,,,7.0,13.9,4.6,0.6,0.8,4.0,0.29
Park de Oeverlanden,1435,2020-09-23,Nieuwemeer,official,52.3349228,4.8191074,"Very nice location for chilling out, boating and swimming",0.4576,,,,,,,,5.2,16.3,3.1,5.0,24.8,4.0,0.29
Park de Oeverlanden,1435,2020-09-21,Nieuwemeer,official,52.3349228,4.8191074,"Nice for when you feel the need to meet people , beautiful natural area",0.8481,,,,,,,,2.0,16.1,11.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-09-19,Nieuwemeer,official,52.3349228,4.8191074,"Nice natural area with beaches.
Also a good place to fish for pike and catfish.",0.802,,,,,,,,4.7,15.6,11.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-09-16,Nieuwemeer,official,52.3349228,4.8191074,"The place itself is fine for walking, though you can occasionally hit someone and bush or bush out of nowhere which can feel unpleasant.",-0.3182,,,,,,,,4.7,18.1,5.7,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-09-15,Nieuwemeer,official,52.3349228,4.8191074,Was a sunny day and everything was so perfect. Only one negative thing... The cyclist  too fast ,0.5915,,,,,,,,1.7,22.1,10.9,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-09-09,Nieuwemeer,official,52.3349228,4.8191074,"Lovely piece of untouched nature in the middle of Amsterdam, hiking, biking, swimming, everything is possible.",0.5859,,,,,,,,4.5,16.7,0.8,1.7,1.1,4.0,0.29
Park de Oeverlanden,1435,2020-08-31,Nieuwemeer,official,52.3349228,4.8191074,Good place for a walk,0.4404,,,,,,,,3.1,14.9,4.9,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-08-30,Nieuwemeer,official,52.3349228,4.8191074,Nice piece of enjoyment,0.7506,,,,,,,,5.5,15.6,1.2,0.1,0.2,4.0,0.29
Park de Oeverlanden,1435,2020-08-24,Nieuwemeer,official,52.3349228,4.8191074,Beautiful place!,0.636,,,,,,,,5.7,17.2,7.0,2.6,4.3,4.0,0.29
Park de Oeverlanden,1435,2020-08-23,Nieuwemeer,official,52.3349228,4.8191074,It a big park/nature reservation.,0.0,,,,,,,,6.0,17.7,4.3,3.7,9.6,4.0,0.29
Park de Oeverlanden,1435,2020-08-20,Nieuwemeer,official,52.3349228,4.8191074,Beautiful forest in the middle of Amsterdam,0.5994,,,,,,,,4.2,23.1,4.5,0.7,1.2,4.0,0.29
Park de Oeverlanden,1435,2020-08-14,Nieuwemeer,official,52.3349228,4.8191074,Citadel,0.0,,,,,,,,3.3,22.8,4.6,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-08-12,Nieuwemeer,official,52.3349228,4.8191074,"Good, big , with lake and a cruising area for gay guys",0.4404,,,,,,,,2.8,26.6,10.7,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-08-09,Nieuwemeer,official,52.3349228,4.8191074,Cozy atmosphere and good food close to the center.,0.4404,,,,,,,,4.8,25.8,10.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-08-09,Nieuwemeer,official,52.3349228,4.8191074,"Nice atmosphere, beautiful nature.",0.7717,,,,,,,,4.8,25.8,10.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-08-08,Nieuwemeer,official,52.3349228,4.8191074,"The saddest recreation area I've ever seen. A murder took place when we were there, right at the beach. Place lacks any creativity and is nothing compared to 't Twiske for instance. Avoid.",-0.8519,,,,,,,,2.4,26.9,9.8,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-29,Nieuwemeer,official,52.3349228,4.8191074,Nice-family friendly beach.,0.4939,,,,,,,,5.3,15.9,8.7,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-24,Nieuwemeer,official,52.3349228,4.8191074,Beautiful surroundings,0.5994,,,,,,,,4.3,18.5,5.0,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-07-24,Nieuwemeer,official,52.3349228,4.8191074,Nice.,0.4215,,,,,,,,4.3,18.5,5.0,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-07-23,Nieuwemeer,official,52.3349228,4.8191074,Beautiful natural area.,0.7506,,,,,,,,4.8,18.4,4.1,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-21,Nieuwemeer,official,52.3349228,4.8191074,Nice walk with the dogs,0.4215,,,,,,,,3.3,15.2,13.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-20,Nieuwemeer,official,52.3349228,4.8191074,Nice,0.4215,,,,,,,,4.0,15.4,14.3,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-15,Nieuwemeer,official,52.3349228,4.8191074,Very nice,0.4754,,,,,,,,3.2,16.6,9.3,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-15,Nieuwemeer,official,52.3349228,4.8191074,Alternative,0.0,,,,,,,,3.2,16.6,9.3,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-05,Nieuwemeer,official,52.3349228,4.8191074,Close to town and very beautiful.,0.6361,,,,,,,,10.6,18.0,7.5,1.7,1.0,4.0,0.29
Park de Oeverlanden,1435,2020-07-01,Nieuwemeer,official,52.3349228,4.8191074,There are sweet Scottish Highlanders walking in a beautiful park open to all,0.7845,2.3,25.0,18.6,0.9,,,,6.3,17.7,6.3,1.0,0.6,4.0,0.29
Park de Oeverlanden,1435,2020-06-30,Nieuwemeer,official,52.3349228,4.8191074,Beautiful nature close to the city,0.5994,,,,,,,,7.1,16.1,1.9,5.0,10.3,4.0,0.29
Park de Oeverlanden,1435,2020-06-27,Nieuwemeer,official,52.3349228,4.8191074,"Lots of scary fish, sharp rocks and I almost died but just a good experience xoxo kisses",0.9108,,,,,,,,5.1,19.7,5.4,2.1,6.2,4.0,0.29
Park de Oeverlanden,1435,2020-06-27,Nieuwemeer,official,52.3349228,4.8191074,Easy parking and clean park,0.6808,,,,,,,,5.1,19.7,5.4,2.1,6.2,4.0,0.29
Park de Oeverlanden,1435,2020-06-26,Nieuwemeer,official,52.3349228,4.8191074,Superrelaxed withnchildren. Can easily bike or freenpark with car. Water runs shallow flat to slightly deeper. Ideal for kids.,0.6728,,,,,,,,4.2,24.3,13.0,3.0,8.0,4.0,0.29
Park de Oeverlanden,1435,2020-06-26,Nieuwemeer,official,52.3349228,4.8191074,That place is great,0.6249,,,,,,,,4.2,24.3,13.0,3.0,8.0,4.0,0.29
Park de Oeverlanden,1435,2020-06-26,Nieuwemeer,official,52.3349228,4.8191074,Can with wheelchair with bicycle beautiful view can swim,0.5994,,,,,,,,4.2,24.3,13.0,3.0,8.0,4.0,0.29
Park de Oeverlanden,1435,2020-06-19,Nieuwemeer,official,52.3349228,4.8191074,"Beautiful all year round, so close to the city, so green. There's swimming water, you can pick blackberries and lots of nooks and crannies to sit in. I like to run through it myself. What a luxury that this is not yet filled with expensive waterfront apartments!",0.7712,,,,,,,,4.0,17.4,11.6,0.3,0.5,4.0,0.29
Park de Oeverlanden,1435,2020-06-17,Nieuwemeer,official,52.3349228,4.8191074,excellent rectestion place,0.5719,,,,,,,,3.9,19.6,11.4,0.5,0.7,4.0,0.29
Park de Oeverlanden,1435,2020-06-15,Nieuwemeer,official,52.3349228,4.8191074,Nature park at the outskirts of Amsterdam. Recreation lake and kilometers walking paths.,0.0,,,,,,,,2.7,18.3,5.9,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-06-14,Nieuwemeer,official,52.3349228,4.8191074,Nice and relaxed,0.7184,,,,,,,,3.0,17.9,2.7,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-06-13,Nieuwemeer,official,52.3349228,4.8191074,Yes nice so should in haarlem also come so same there and there but unfortunately,-0.09,,,,,,,,2.7,20.1,11.9,3.0,2.1,4.0,0.29
Park de Oeverlanden,1435,2020-06-12,Nieuwemeer,official,52.3349228,4.8191074,Beautiful natural park which is supported by volunteers and Amsterdam municipality.,0.8271,,,,,,,,4.5,19.4,8.1,1.8,11.1,4.0,0.29
Park de Oeverlanden,1435,2020-06-11,Nieuwemeer,official,52.3349228,4.8191074,My fav place to go,0.4588,,,,,,,,4.1,15.9,3.9,2.9,5.0,4.0,0.29
Park de Oeverlanden,1435,2020-06-10,Nieuwemeer,official,52.3349228,4.8191074,"Always nice to swim in, too!",0.4753,,,,,,,,2.8,14.5,2.7,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-06-02,Nieuwemeer,official,52.3349228,4.8191074,Piece of nature under the smoke of Amsterdam,0.0,9.7,104.0,19.4,1.1,,,,3.0,19.1,13.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-05-31,Nieuwemeer,official,52.3349228,4.8191074,"Lovely water. For swimmers, though, watch out for motorized boats. Strange snouts in the bushes.",0.4588,,,,,,,,5.9,17.3,15.2,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-05-30,Nieuwemeer,official,52.3349228,4.8191074,Sometimes interesting,0.4019,,,,,,,,5.1,17.9,15.2,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-05-23,Nieuwemeer,official,52.3349228,4.8191074,"Nice rough, fine swimming, terrible racing watercraft in nice weather unfortunately, too bad for the water birds and nature",-0.3818,,,,,,,,9.1,14.9,11.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-05-23,Nieuwemeer,official,52.3349228,4.8191074,Nice bit of biking. Plenty of places to sit by the water.,0.4215,,,,,,,,9.1,14.9,11.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-05-21,Nieuwemeer,official,52.3349228,4.8191074,Nice swimming also for the little ones.several beaches to chill:-),0.4215,,,,,,,,2.5,19.5,14.1,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-05-21,Nieuwemeer,official,52.3349228,4.8191074,"Love IT! On a good hot summer day this place attracts a lot of sun bathers and water fanatics, both humans and animals.",0.8777,,,,,,,,2.5,19.5,14.1,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-05-21,Nieuwemeer,official,52.3349228,4.8191074,Beautiful area and great hiking with the dog,0.8402,,,,,,,,2.5,19.5,14.1,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-04-18,Nieuwemeer,official,52.3349228,4.8191074,"Very nice park. Decor is well put together, but leaves room for improvement. Lighting could be on earlier for me. Very nice is that you can enter without a ticket.
The tree exhibit was very cool, clearly showing different styles and construction periods side by side. They can earn the 5th star if they finish it next time.",0.9589,,,,,,,,3.7,11.4,1.7,1.6,0.5,4.0,0.29
Park de Oeverlanden,1435,2020-03-28,Nieuwemeer,official,52.3349228,4.8191074,"Half an hour by streetcar No. 2 get off at the Louwesweg stop continue for 10 minutes and you arrive in a park where nature provides the setting, and water characterizes the landscape. A unique place, positioned south of Amsterdam . A unique experience to meet the Bison and see that they ignore you ,while you don't know what to do .",-0.7096,,,,,,,,7.3,7.3,10.8,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-03-19,Nieuwemeer,official,52.3349228,4.8191074,"Beautiful cows, water and everything you need to get a clear head. A special place, always worth a trip.",0.8779,,,,,,,,4.1,8.2,0.6,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-03-18,Nieuwemeer,official,52.3349228,4.8191074,Quiet lunchtime disabled-accessible parking lot,0.0,,,,,,,,6.1,9.8,1.5,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-03-18,Nieuwemeer,official,52.3349228,4.8191074,Beautiful,0.5994,,,,,,,,6.1,9.8,1.5,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2020-03-12,Nieuwemeer,official,52.3349228,4.8191074,Wonderful place to dive,0.5719,,,,,,,,12.2,8.6,9.2,0.2,0.2,4.0,0.29
Park de Oeverlanden,1435,2020-03-10,Nieuwemeer,official,52.3349228,4.8191074,Lovely walk with my lovely wife Monique.,0.8225,,,,,,,,11.0,10.5,0.0,13.8,11.1,4.0,0.29
Park de Oeverlanden,1435,2020-03-05,Nieuwemeer,official,52.3349228,4.8191074,"The Oeverlanden is still a unique place for people and animals. Unfortunately it is becoming more and more noticeable that it is also becoming a place for dog walking without any respect for nature, Highlanders and fellow visitors. After the Amsterdam forest now also here, unfortunately.",-0.7472,,,,,,,,5.5,5.8,0.0,8.8,7.4,4.0,0.29
Park de Oeverlanden,1435,2020-03-01,Nieuwemeer,official,52.3349228,4.8191074,"It is a beautiful lake with many small beaches. There were a lot of men working on each other's bodies during the gay pride period, though. It was not disturbing, just a little strange.",0.8174,,,,,,,,9.6,6.1,5.7,0.2,0.1,4.0,0.29
Park de Oeverlanden,1435,2020-02-28,Nieuwemeer,official,52.3349228,4.8191074,"Really not bad, we went there by bike, it's cool, but on the other hand, it's hot to release buffalo like that in the wild, isn't it? especially in the land of smoke, I really thought I was hallucinating... well, it's okay, really, the buffalo is nice, very approachable, he's not a star, it's a change from the other buffalo we're used to seeing in France. So a word of advice: go to this park, it's tip-top!
I've been there during the day, but at night, if it's not a remake of Freddy... I think it can do a bit. Be careful kheys. Enjoys your trip. Moi j'ai kiffé",0.9766,,,,,,,,7.1,4.9,1.2,7.5,12.0,4.0,0.29
Park de Oeverlanden,1435,2020-02-26,Nieuwemeer,official,52.3349228,4.8191074,Meh,-0.0772,,,,,,,,4.9,4.0,3.2,4.4,8.6,4.0,0.29
Park de Oeverlanden,1435,2020-02-20,Nieuwemeer,official,52.3349228,4.8191074,Nice walks,0.4215,,,,,,,,9.6,7.9,0.1,5.9,9.0,4.0,0.29
Park de Oeverlanden,1435,2020-02-14,Nieuwemeer,official,52.3349228,4.8191074,Pieknie,0.0,,,,,,,,5.5,7.3,2.1,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2020-01-31,Nieuwemeer,official,52.3349228,4.8191074,I love swimming here in the summer,0.6369,,,,,,,,9.0,10.4,0.3,0.4,0.2,4.0,0.29
Park de Oeverlanden,1435,2020-01-22,Nieuwemeer,official,52.3349228,4.8191074,"Super Nice chill out place for walking, biking and boating. Nature in Amsterdam! The beaches near the harbour are for free btw and for one euro the boat will take you straight to Amsterdam Bos. Parking here is also for free btw!",0.9411,,,,,,,,1.5,5.7,0.0,2.7,0.7,4.0,0.29
Park de Oeverlanden,1435,2020-01-22,Nieuwemeer,official,52.3349228,4.8191074,"Everything you need to relax...water, sun, friends, nature.",0.4767,,,,,,,,1.5,5.7,0.0,2.7,0.7,4.0,0.29
Park de Oeverlanden,1435,2020-01-18,Nieuwemeer,official,52.3349228,4.8191074,Gladly again,0.34,,,,,,,,4.9,5.0,4.6,2.6,4.6,4.0,0.29
Park de Oeverlanden,1435,2020-01-13,Nieuwemeer,official,52.3349228,4.8191074,Huge lake. Medium park,0.3182,,,,,,,,7.0,7.3,3.9,0.6,0.2,4.0,0.29
Park de Oeverlanden,1435,2020-01-12,Nieuwemeer,official,52.3349228,4.8191074,A other place you dont want to Miss. Green every where and lots of places to share and enjoy any time of the year,0.683,,,,,,,,7.9,7.8,0.3,1.6,1.2,4.0,0.29
Park de Oeverlanden,1435,2019-12-18,Nieuwemeer,official,52.3349228,4.8191074,Beautiful walk,0.5994,,,,,,,,4.5,6.6,6.0,0.8,0.2,4.0,0.29
Park de Oeverlanden,1435,2019-12-14,Nieuwemeer,official,52.3349228,4.8191074,Is a nice place for a nice walk Only a pity that there are so many of those loitering youths there who are a bit aggressive with cars and yes is a certain type that very much wants to profile themselves cool or they are there but for the rest it is not so bad said I'm not afraid of it I have a shepherd with me so as Death Before soon gone too,0.4692,,,,,,,,8.3,6.2,1.0,5.4,7.4,4.0,0.29
Park de Oeverlanden,1435,2019-12-07,Nieuwemeer,official,52.3349228,4.8191074,Beautiful on the new lake.,0.5994,,,,,,,,7.2,9.5,0.0,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2019-12-06,Nieuwemeer,official,52.3349228,4.8191074,"one of the rare parks that is not too cultivated and keeps the natural look. pity for the fences and blue pillars in the area west of Aquarius cafe, which are really a 'kick in the eye'; they should be removed. there are Scottish Highlander cows walking freely around, lots of rabbits and all the bird sorts possible. you can feel how it is in real to be in such an area, just with little paths that make it possible to walk through and access the wild nature... in the middle of  the wild civilisation.",0.4939,,,,,,,,9.8,7.3,0.0,9.5,12.5,4.0,0.29
Park de Oeverlanden,1435,2019-11-21,Nieuwemeer,official,52.3349228,4.8191074,Brutal,-0.6249,,,,,,,,4.3,2.9,1.5,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-11-20,Nieuwemeer,official,52.3349228,4.8191074,"It's a nice and big well cared piece of woodland right in the south side of Amsterdam. The place is huge and there is even an area designed for outdoor sex, believe me. Being so huge and wooded made me a little uneasy since I could not see a park guard or a fellow visitor for some time and, given the shady businesses surely going on among the bushes, I did not feel the same heightened safety I feel in other small parks around the town. It is a nice place to explore by bike, however.",0.9476,4.8,39.0,5.3,0.8,,,,2.5,2.1,7.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-11-20,Nieuwemeer,official,52.3349228,4.8191074,"Cycling,  mtb or running!!  Natural forrest and huge lake with rabbits,  solitude and an amazing forrest.",0.8475,4.8,39.0,5.3,0.8,,,,2.5,2.1,7.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-11-10,Nieuwemeer,official,52.3349228,4.8191074,Nice walk.,0.4215,,,,,,,,2.4,3.2,8.1,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-11-05,Nieuwemeer,official,52.3349228,4.8191074,It's a beautiful place.,0.5994,2.9,26.0,9.9,1.0,,,,2.5,9.6,0.5,4.4,3.6,4.0,0.29
Park de Oeverlanden,1435,2019-11-04,Nieuwemeer,official,52.3349228,4.8191074,"Beautiful park, wonderful walk",0.8225,,,,,,,,4.0,10.3,2.0,0.3,0.1,4.0,0.29
Park de Oeverlanden,1435,2019-10-21,Nieuwemeer,official,52.3349228,4.8191074,Love This Place,0.6369,,,,,,,,4.3,11.9,0.8,5.7,9.6,4.0,0.29
Park de Oeverlanden,1435,2019-10-21,Nieuwemeer,official,52.3349228,4.8191074,Something special,0.4019,,,,,,,,4.3,11.9,0.8,5.7,9.6,4.0,0.29
Park de Oeverlanden,1435,2019-10-18,Nieuwemeer,official,52.3349228,4.8191074,Beautiful park....,0.5994,,,,,,,,8.0,12.2,4.5,1.2,3.5,4.0,0.29
Park de Oeverlanden,1435,2019-10-15,Nieuwemeer,official,52.3349228,4.8191074,That's great. Thank you.,0.765,,,,,,,,4.3,14.8,0.8,1.6,0.6,4.0,0.29
Park de Oeverlanden,1435,2019-10-06,Nieuwemeer,official,52.3349228,4.8191074,Rustig,0.0,,,,,,,,6.8,9.2,0.0,8.0,12.0,4.0,0.29
Park de Oeverlanden,1435,2019-10-03,Nieuwemeer,official,52.3349228,4.8191074,Beautiful natural area,0.7506,,,,,,,,3.4,11.5,5.2,3.2,3.8,4.0,0.29
Park de Oeverlanden,1435,2019-09-30,Nieuwemeer,official,52.3349228,4.8191074,Beautiful place,0.5994,,,,,,,,5.8,14.4,3.7,5.9,10.7,4.0,0.29
Park de Oeverlanden,1435,2019-09-27,Nieuwemeer,official,52.3349228,4.8191074,Loved it,0.5994,,,,,,,,7.8,15.5,4.2,4.0,7.4,4.0,0.29
Park de Oeverlanden,1435,2019-09-21,Nieuwemeer,official,52.3349228,4.8191074,Beautiful views of endless parkland with a large lake and recreational boating,0.5994,,,,,,,,4.7,16.4,11.4,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-09-18,Nieuwemeer,official,52.3349228,4.8191074,Very nice!,0.5244,,,,,,,,2.9,13.1,6.1,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-09-15,Nieuwemeer,official,52.3349228,4.8191074,Beautiful place. Something for everyone. Also definitely fun with children,0.872,,,,,,,,4.0,16.0,7.1,0.9,0.2,4.0,0.29
Park de Oeverlanden,1435,2019-09-14,Nieuwemeer,official,52.3349228,4.8191074,Beautiful surroundings,0.5994,,,,,,,,1.8,14.6,11.6,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-09-04,Nieuwemeer,official,52.3349228,4.8191074,Beautiful area with Scottish highlanders and recreational opportunities,0.7579,,,,,,,,5.9,15.3,1.8,3.3,4.5,4.0,0.29
Park de Oeverlanden,1435,2019-09-04,Nieuwemeer,official,52.3349228,4.8191074,Very good relaxing,0.7698,,,,,,,,5.9,15.3,1.8,3.3,4.5,4.0,0.29
Park de Oeverlanden,1435,2019-09-04,Nieuwemeer,official,52.3349228,4.8191074,Looks neat with the cattle houses on thel waterfront,0.4588,,,,,,,,5.9,15.3,1.8,3.3,4.5,4.0,0.29
Park de Oeverlanden,1435,2019-09-03,Nieuwemeer,official,52.3349228,4.8191074,"Beautiful! Great to walk around, swim, or picnic.",0.8516,,,,,,,,5.8,17.4,4.9,0.4,0.1,4.0,0.29
Park de Oeverlanden,1435,2019-09-03,Nieuwemeer,official,52.3349228,4.8191074,"Beautiful. It felt like being in a petting park. Cows, horses, bunnies and numerous bird species.",0.7506,,,,,,,,5.8,17.4,4.9,0.4,0.1,4.0,0.29
Park de Oeverlanden,1435,2019-09-02,Nieuwemeer,official,52.3349228,4.8191074,Wonderful,0.5719,,,,,,,,4.8,15.9,10.3,0.7,0.3,4.0,0.29
Park de Oeverlanden,1435,2019-09-02,Nieuwemeer,official,52.3349228,4.8191074,جو رائع عائلي,0.0,,,,,,,,4.8,15.9,10.3,0.7,0.3,4.0,0.29
Park de Oeverlanden,1435,2019-08-31,Nieuwemeer,official,52.3349228,4.8191074,On the other side of Nieuwe Meer as Amsterdam Forest. Summer ferry to Farm Meerzicht side. Swimming spots and bike paths.,0.0,,,,,,,,3.2,20.1,9.5,0.4,1.7,4.0,0.29
Park de Oeverlanden,1435,2019-08-30,Nieuwemeer,official,52.3349228,4.8191074,Kkr leuk,0.0,,,,,,,,3.4,17.3,9.7,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-08-28,Nieuwemeer,official,52.3349228,4.8191074,Beautiful place,0.5994,,,,,,,,3.5,21.7,3.4,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2019-08-26,Nieuwemeer,official,52.3349228,4.8191074,"The nature is beautiful, but I found the experience a little less because of the atmosphere.
The place by the ferry was a little unsettled.",-0.0156,,,,,,,,2.7,24.2,12.8,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-08-24,Nieuwemeer,official,52.3349228,4.8191074,Magic spot,0.0,,,,,,,,1.9,21.6,13.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-08-23,Nieuwemeer,official,52.3349228,4.8191074,nice place to enjoy with family.  knee deep waters gave pleasure,0.8658,,,,,,,,2.2,18.8,12.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-08-23,Nieuwemeer,official,52.3349228,4.8191074,A marvel,0.4215,,,,,,,,2.2,18.8,12.0,0.0,0.0,4.0,0.29
Park de Oeverlanden,1435,2019-08-17,Nieuwemeer,official,52.3349228,4.8191074,Nice cafe. Nice quiet walk.,0.6808,,,,,,,,6.3,18.1,3.1,2.5,1.8,4.0,0.29
Park de Oeverlanden,1435,2019-08-13,Nieuwemeer,official,52.3349228,4.8191074,Wonderful place to relax,0.765,,,,,,,,4.5,14.5,7.4,3.2,8.5,4.0,0.29
Park de Oeverlanden,1435,2019-08-12,Nieuwemeer,official,52.3349228,4.8191074,Sometimes very busy but nice to relax,0.8379,3.8,41.0,18.8,0.8,,,,3.7,16.1,4.3,3.9,7.7,4.0,0.29
Park de Oeverlanden,1435,2019-08-11,Nieuwemeer,official,52.3349228,4.8191074,Splendid,0.5859,,,,,,,,7.6,18.2,5.0,0.0,-0.1,4.0,0.29
Park de Oeverlanden,1435,2019-08-10,Nieuwemeer,official,52.3349228,4.8191074,Lovely big lake and a few nice forest paths. I wouldn't say it's an attraction in itself (unless there are watersports I didnt see) but if you're passing it's worth a stop.,0.5927,,,,,,,,11.6,19.8,8.1,0.5,0.8,4.0,0.29
Park de Oeverlanden,1435,2019-08-10,Nieuwemeer,official,52.3349228,4.8191074,Wonderful place!,0.6114,,,,,,,,11.6,19.8,8.1,0.5,0.8,4.0,0.29
Park de Oeverlanden,1435,2019-08-09,Nieuwemeer,official,52.3349228,4.8191074,One of the best place to visit in summer specially for kids,0.6369,,,,,,,,5.4,19.6,2.0,2.9,4.4,4.0,0.29
Park de Oeverlanden,1435,2019-08-08,Nieuwemeer,official,52.3349228,4.8191074,Just lovely peaceful space,0.7906,,,,,,,,4.7,19.0,11.0,0.0,-0.1,4.0,0.29
