reviews,Lat,Long,Sentiment_Score,O2_mg/l,O2_%,T_oC,ZICHT_m,INTTNLETRCCN_nKVE/dl,E_COLI_nKVE/dl,CHLFa_ug/l_blauwalg,FG,TG,SQ,DR,RH,Amenities_Score,Normalized_Amenities_Score,review_datetime_utc,Location_Unique,Status,Translated_Review,name
1435.0,52.3349228,4.8191074,0.8316,7.523886809911637,77.2058538732656,17.058785149356936,1.410690421281731,116.38379327449638,432.3131613579053,5.034489439460507,4.7,15.6,6.8,1.2,2.5,4.0,0.29,1181.0,8.0,0.0,392.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6597,7.464104011622197,77.19437719896644,17.931637173020363,1.42577028530203,116.3687378853192,432.3348705731181,5.034524878769663,3.9,16.5,6.4,0.2,0.1,4.0,0.29,1179.0,8.0,0.0,408.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6361,6.828194407087828,75.8470325076213,19.816231643426704,1.3272070362984625,116.47441048494329,432.32665120112915,5.03335139419795,2.5,18.6,1.9,2.9,14.0,4.0,0.29,1176.0,8.0,0.0,2453.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.496202755758098,77.27287977514993,17.714592425529247,1.4615404594504344,116.38887561839783,432.35674669295236,5.0346026388161045,4.4,16.5,0.0,0.9,0.4,4.0,0.29,1174.0,8.0,0.0,8.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4927,7.460962802499445,77.3113112727849,16.573721940206497,1.4433694955528331,116.40324665649041,432.3270145321108,5.034607355880677,4.8,15.6,0.0,3.8,4.8,4.0,0.29,1173.0,8.0,0.0,2922.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.0549354641179605,77.46160805838417,19.20275506381188,1.3812600227105003,116.32034729441375,432.3433937664122,5.034935583160587,5.6,19.5,9.5,0.0,0.0,4.0,0.29,1171.0,8.0,0.0,2357.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.2023,7.0323551644717455,77.36470679861532,19.311886273032314,1.379987024083305,116.32576479062163,432.3437886635294,5.034836557177801,5.6,19.5,9.5,0.0,0.0,4.0,0.29,1171.0,8.0,0.0,2801.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7972,7.228626018893955,77.01396257275098,18.738541689745432,1.407920150811659,116.37365750375648,432.34485542648815,5.0343913869625485,5.4,17.8,6.1,0.0,0.0,4.0,0.29,1169.0,8.0,0.0,2964.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.8316,7.276809219870486,77.09136161178867,18.908857783511507,1.4074888668596186,116.3494176194531,432.3390636670771,5.034496115773115,2.8,17.7,8.9,0.0,0.0,4.0,0.29,1167.0,8.0,0.0,34.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5719,7.189762210901812,77.00853021825162,19.468899820073204,1.4168939114364765,116.3541292032869,432.3557371577331,5.034455206807339,2.4,18.4,6.6,0.0,0.0,4.0,0.29,1161.0,8.0,0.0,3178.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.8519,6.868362850932797,74.15517160905381,19.612597545079495,1.1530701916151704,116.63047535335909,432.2378683032701,5.031605494369943,1.8,16.4,7.2,1.8,31.0,4.0,0.29,1160.0,8.0,0.0,83.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,7.7050672917125596,77.06299551458574,17.55912000152125,1.4681278851811905,116.39875285447488,432.34751177013413,5.03434447746586,2.2,15.2,1.9,0.0,0.0,4.0,0.29,1159.0,8.0,0.0,1954.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7579,7.242283810873722,76.87221637883931,17.499516276173438,1.3586928015706246,116.41599230223119,432.30470840102123,5.034200837041988,7.0,16.7,6.2,1.8,6.7,4.0,0.29,1156.0,8.0,0.0,3102.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6249,6.932712274334477,76.74066337946749,19.79946991313949,1.3596368009195317,116.37318905476013,432.33808990469714,5.0342374027916845,3.6,19.3,8.0,0.9,4.6,4.0,0.29,1151.0,8.0,0.0,1124.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.014070205853294,77.0626225130303,19.878397427225764,1.4172411552958213,116.35266023674512,432.3678492900725,5.0345868324984036,1.9,19.5,3.7,1.3,2.2,4.0,0.29,1150.0,8.0,0.0,2214.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.014070205853294,77.0626225130303,19.878397427225764,1.4172411552958213,116.35266023674512,432.3678492900725,5.0345868324984036,1.9,19.5,3.7,1.3,2.2,4.0,0.29,1150.0,8.0,0.0,1262.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7579,7.188558771656318,77.07061731924784,19.28562514871703,1.403594568732812,116.34511576075829,432.3447088250867,5.034507112314888,2.8,18.3,8.8,0.0,0.0,4.0,0.29,1144.0,8.0,0.0,2226.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,6.966668446341146,77.47620675951032,19.716798192942804,1.3576142195989425,116.28660397088925,432.3309682698282,5.034999374810775,3.6,20.0,14.9,0.0,0.0,4.0,0.29,1143.0,8.0,0.0,2761.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,7.04509678391878,77.53009231300166,19.33675993191474,1.3601695845544182,116.2888912206895,432.3255326709801,5.035025103229363,3.8,19.5,15.0,0.0,0.0,4.0,0.29,1142.0,8.0,0.0,1888.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.9433,6.986854567629088,77.2801512485056,19.61824616508943,1.356886091308394,116.30286477245181,432.32655124396945,5.03476968178686,3.8,19.5,15.0,0.0,0.0,4.0,0.29,1142.0,8.0,0.0,36.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5994,7.218720088276399,77.23702255196383,18.731939365641665,1.3952810813789673,116.3451180388015,432.3363556239013,5.034641345101968,4.8,18.1,9.0,0.0,0.0,4.0,0.29,1141.0,8.0,0.0,465.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5859,7.08244103225578,76.64183429031095,19.896006257537863,1.436487905229134,116.4024724814044,432.3820331068535,5.034081653294314,4.3,18.8,0.1,0.0,0.0,4.0,0.29,1139.0,8.0,0.0,3332.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.875,7.09914780911398,75.69208490685446,19.5816891560342,1.3496604997769301,116.48845345142036,432.32746784608275,5.03312438835861,1.3,17.2,2.2,1.3,11.9,4.0,0.29,1136.0,8.0,0.0,219.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4754,7.143750318944143,75.88349243727293,19.3661239993138,1.3521750338917489,116.47775235658764,432.32668781203404,5.033319992820902,1.3,17.2,2.2,1.3,11.9,4.0,0.29,1136.0,8.0,0.0,2339.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6588,7.192480380982616,77.3381417362317,17.78421438882242,1.4004043821723986,116.36986966211816,432.33256935889415,5.03468560797784,8.2,17.7,5.3,1.4,1.0,4.0,0.29,1132.0,8.0,0.0,1153.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,7.218967306865224,77.45180791983637,17.65620234755687,1.4018976227766178,116.36351488283071,432.3321061404767,5.034801766483601,8.2,17.7,5.3,1.4,1.0,4.0,0.29,1132.0,8.0,0.0,586.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.8779,7.1562851079168865,76.86804042824826,19.2740389021709,1.4221535650565293,116.37369345129355,432.35485323136834,5.03430224924787,2.4,18.1,4.6,1.1,1.4,4.0,0.29,1131.0,8.0,0.0,588.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.254274455714366,77.2885526178244,18.800453689246183,1.427677863103069,116.35018371367141,432.35313953794673,5.034731981874112,2.4,18.1,4.6,1.1,1.4,4.0,0.29,1131.0,8.0,0.0,3247.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.2023,7.156299978864226,77.17950748826195,19.214903478800977,1.4346395325962025,116.3546956003147,432.3646103433265,5.034640266998304,2.7,18.6,3.3,1.2,0.7,4.0,0.29,1130.0,8.0,0.0,914.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.3804,6.913263611173534,76.87929973043128,20.682680563170322,1.4162073289936954,116.34944229624625,432.3796693830449,5.0344243837813645,2.1,20.2,4.6,0.3,0.1,4.0,0.29,1127.0,8.0,0.0,2902.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6636,7.731655846775936,77.33368362931719,16.68609750784327,1.4340291334986457,116.38103019241589,432.3176977979217,5.0345646937381385,4.8,14.8,6.5,0.0,0.0,4.0,0.29,1122.0,8.0,0.0,1953.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.9001,7.469236677960474,77.95710518913427,13.702425589147367,1.4295489814131352,116.39144176264654,432.26856101174434,5.035198548829814,5.0,13.8,0.0,10.5,12.6,4.0,0.29,1121.0,8.0,0.0,1604.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6239,7.500065539860088,78.08940438808736,13.553428851694548,1.431287005243247,116.38404526016166,432.26802185908105,5.035333748911108,5.0,13.8,0.0,10.5,12.6,4.0,0.29,1121.0,8.0,0.0,630.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4404,6.436662694078706,76.83572206248186,22.178477130827105,1.3617852520349958,116.32029671516511,432.38522454779024,5.034504524732959,4.4,23.1,8.2,0.0,0.0,4.0,0.29,1119.0,8.0,0.0,1021.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.533742787005579,77.9076028175632,17.665359295319604,1.3927990005200455,116.28188964906121,432.3055494918246,5.0353000900145,1.5,16.9,15.5,0.0,0.0,4.0,0.29,1116.0,8.0,0.0,3162.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.663075370752615,77.84952679458547,16.69557796576038,1.4067144628230306,116.32431882307219,432.3050594582802,5.035144079340135,4.7,15.8,11.3,0.0,0.0,4.0,0.29,1115.0,8.0,0.0,2262.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5859,7.271483146422604,77.07723477358411,18.889917722275925,1.4166969166254422,116.3617197345402,432.3480193110753,5.034478384236306,3.6,17.8,6.4,0.0,0.0,4.0,0.29,1114.0,8.0,0.0,1657.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7425,6.97599933110542,77.07151780764696,19.923134217357358,1.3822299846755879,116.33204444413468,432.34845683168555,5.034564526382616,3.8,19.6,10.0,0.0,0.0,4.0,0.29,1106.0,8.0,0.0,2949.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,-0.4588,7.1100859053269545,77.64693789346256,19.275090116336287,1.3897893185898251,116.29987421084434,432.34611184944686,5.035152563521132,3.8,19.6,10.0,0.0,0.0,4.0,0.29,1106.0,8.0,0.0,1887.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4939,8.380351906493544,77.79096988888864,13.275806987212889,1.464210554051971,116.41210949003653,432.27513819569685,5.034786755760256,6.5,10.5,4.8,0.9,1.3,4.0,0.29,1099.0,8.0,0.0,838.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6908,8.254346091738071,77.82873504816632,14.305151902275611,1.4361400861921867,116.36374008620578,432.2684914490517,5.034911943438331,3.8,11.6,11.4,0.2,0.6,4.0,0.29,1095.0,8.0,0.0,1997.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7351,8.028744523316604,77.95541569873421,14.529910186623226,1.429414799073431,116.34517385582149,432.2683672082338,5.035112515425969,3.0,12.6,11.1,2.4,2.7,4.0,0.29,1091.0,8.0,0.0,802.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7906,8.230862623869719,77.93364323141634,14.293203932165625,1.445119921264772,116.35039304665315,432.2699535481113,5.035032055878071,3.0,11.7,11.5,0.9,0.4,4.0,0.29,1090.0,8.0,0.0,1672.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6249,7.955425829218861,77.31332440558162,15.897571125657976,1.4890855394062408,116.40624471150386,432.3261153255259,5.034500134854395,2.0,13.2,0.9,1.7,1.3,4.0,0.29,1089.0,8.0,0.0,1149.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5574,7.666902213083546,77.30653968155502,16.410177079388347,1.417182666008312,116.39221941950473,432.3069960457552,5.034548946944366,5.0,14.8,5.9,1.2,3.0,4.0,0.29,1088.0,8.0,0.0,2440.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5994,9.071016897033104,78.261120095313,10.862239015070259,1.4858022899058971,116.3935963593267,432.23028043124566,5.035075707000488,4.4,6.6,10.1,0.0,-0.1,4.0,0.29,1081.0,8.0,0.0,959.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,8.824491615943401,78.34909615971515,10.812502729597952,1.527245538400539,116.412959369698,432.25640314541135,5.035257435950408,2.8,7.5,0.1,4.6,4.8,4.0,0.29,1079.0,8.0,0.0,2444.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5859,8.40879436834431,77.78681675122391,13.608954326850437,1.4629860933360401,116.39756060345098,432.276023816064,5.034791953946467,5.6,10.6,7.0,0.0,-0.1,4.0,0.29,1077.0,8.0,0.0,327.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,8.635947794278678,78.38522318732907,12.657465116338187,1.454268671812395,116.3457451094132,432.2493294908114,5.035379564661661,3.9,9.8,12.3,0.0,0.0,4.0,0.29,1076.0,8.0,0.0,842.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7906,8.54770268849363,78.00652750777704,13.08395613961909,1.4492937201828315,116.3669169952368,432.25087277138914,5.034992565442723,3.9,9.8,12.3,0.0,0.0,4.0,0.29,1076.0,8.0,0.0,1640.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4404,9.019125587447249,78.47740568943789,10.912266749228365,1.4658862559951178,116.36438559658382,432.22027590316185,5.03532353750086,4.3,7.1,13.4,0.0,0.0,4.0,0.29,1075.0,8.0,0.0,50.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,9.068282107290074,78.6883563310704,10.674691936866964,1.4686575293288655,116.35259189747467,432.2194162259973,5.035539113589932,4.3,7.1,13.4,0.0,0.0,4.0,0.29,1075.0,8.0,0.0,2411.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,9.068282107290074,78.6883563310704,10.674691936866964,1.4686575293288655,116.35259189747467,432.2194162259973,5.035539113589932,4.3,7.1,13.4,0.0,0.0,4.0,0.29,1075.0,8.0,0.0,1019.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.9382,8.964907977233999,77.72796154392597,11.658255553942638,1.5086759701048882,116.44113644874687,432.2575598849777,5.034551744977713,4.3,6.9,4.5,0.0,0.0,4.0,0.29,1074.0,8.0,0.0,558.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7506,8.985847493860952,77.81782153568417,11.557054294181114,1.5098564671017343,116.43611261143315,432.2571936828068,5.034643575300851,4.3,6.9,4.5,0.0,0.0,4.0,0.29,1074.0,8.0,0.0,393.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6361,8.843038404601856,78.09477374503558,11.905518533294355,1.4757871427496214,116.38916156354026,432.24422224209695,5.034985115308146,4.1,8.0,9.9,0.0,0.0,4.0,0.29,1073.0,8.0,0.0,1755.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5244,9.100599730835356,78.2939290761908,10.834378689333391,1.487630794488883,116.38954179319444,432.2292715373569,5.035111763360627,3.8,6.5,10.4,0.0,0.0,4.0,0.29,1071.0,8.0,0.0,2703.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4404,8.63266378849741,77.83153288830044,13.308727667521225,1.4901916988155657,116.3938986958101,432.2758367013605,5.034818884769298,2.4,9.5,6.7,0.0,-0.1,4.0,0.29,1069.0,8.0,0.0,1524.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.2732,9.199471724916847,77.94515421895915,10.718119399701834,1.5386373780770901,116.45504318720941,432.26122718593615,5.0347099714883745,4.8,5.8,0.8,0.0,-0.1,4.0,0.29,1060.0,8.0,0.0,2732.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,9.705721260852748,78.0506437321543,9.10322155128938,1.5742684175510444,116.46794549069818,432.2399482472133,5.03468589644769,2.1,2.7,1.0,0.0,0.0,4.0,0.29,1045.0,8.0,0.0,2105.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.9217,8.319075907625056,77.46995275027666,14.40855398395064,1.4701179918730212,116.40854689897515,432.2888196908557,5.0345119055274425,3.9,11.0,6.0,0.0,0.0,4.0,0.29,1034.0,8.0,0.0,3220.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.8994,10.61672087606184,78.74223347164764,4.549571634042479,1.5819523052684135,116.47312780234552,432.1571892369359,5.035043755470984,4.0,-3.3,6.9,0.0,-0.1,4.0,0.29,1028.0,8.0,0.0,1440.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.836,10.683135277577371,79.18853936280368,2.4673015682968185,1.616757654532706,116.49642850064174,432.15126137151134,5.035389538678494,8.1,-4.5,0.0,3.3,1.3,4.0,0.29,1026.0,8.0,0.0,2383.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6249,9.57695071048856,78.50741101843039,7.502637999052979,1.555173750344557,116.46718866377296,432.2164555942266,5.035079968523956,7.8,2.6,0.0,2.6,1.5,4.0,0.29,1024.0,8.0,0.0,1156.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.765,9.836098917499086,78.16920133650217,8.077645645091252,1.5642680039554975,116.46888259995603,432.21485527743107,5.034737941230135,2.7,1.5,3.1,0.6,0.9,4.0,0.29,1020.0,8.0,0.0,1625.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.2263,10.163854150372806,78.59678577105092,7.004277750221831,1.5795533984982546,116.44592375490083,432.2005982953251,5.035107028990899,1.7,0.1,5.0,0.0,-0.1,4.0,0.29,1014.0,8.0,0.0,1871.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7339,9.37674644295393,78.37957190772886,8.313212714785891,1.5443866425173818,116.45111157380825,432.21578933482715,5.035063299791963,3.7,3.5,1.0,4.5,4.9,4.0,0.29,1007.0,8.0,0.0,596.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,8.320566483056474,77.589889718216,12.818087655441104,1.45262636033139,116.45698046921143,432.2674073128595,5.034604744913862,6.0,10.2,0.0,3.2,7.7,4.0,0.29,1003.0,8.0,0.0,1542.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,8.320566483056474,77.589889718216,12.818087655441104,1.45262636033139,116.45698046921143,432.2674073128595,5.034604744913862,6.0,10.2,0.0,3.2,7.7,4.0,0.29,1003.0,8.0,0.0,100.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.1,59.0,6.6,1.0,102.18117242437984,432.17294566238974,5.016568206112056,6.0,8.4,3.0,4.2,3.7,4.0,0.29,996.0,8.0,0.0,159.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4754,9.074862538397312,77.76940955345594,11.284419361200491,1.5356126323951909,116.4596780530187,432.2687261333282,5.034569052275941,4.4,6.4,0.3,0.2,0.2,4.0,0.29,991.0,8.0,0.0,2940.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.6427,8.730729704446901,77.61237050835155,13.134638131187558,1.510378613564412,116.4230067749827,432.2818451304653,5.034559117538679,2.0,8.7,3.9,0.0,0.0,4.0,0.29,986.0,8.0,0.0,1146.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,8.928513963981665,78.04328671173585,11.821078810683105,1.4977898452207121,116.40344515553534,432.2541058819466,5.034921330877971,3.4,7.6,7.1,0.0,0.0,4.0,0.29,984.0,8.0,0.0,1920.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.886,8.427998471080791,77.56318369778228,13.798744344056956,1.4744671678565684,116.41414018377236,432.28192450580303,5.034559297094248,4.7,10.3,5.7,0.0,-0.1,4.0,0.29,976.0,8.0,0.0,405.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5418,8.460585081973086,77.67549470467054,13.786359078685962,1.4851038758327162,116.40482547585361,432.2850291018698,5.0346973435092695,3.1,10.3,5.0,0.5,0.6,4.0,0.29,975.0,8.0,0.0,2965.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5106,7.835459136597748,77.55458700660017,14.722337059114977,1.4104574715708873,116.39948609395015,432.27245982819784,5.034738211879721,4.4,13.1,6.0,3.7,7.4,4.0,0.29,967.0,8.0,0.0,74.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,8.24248858100205,78.05555359169193,12.783086766916426,1.439949823844909,116.4017599082722,432.2594122361429,5.035098963986602,6.8,11.0,4.6,3.2,5.5,4.0,0.29,966.0,8.0,0.0,2739.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7156,7.8184206125879285,77.3898562707152,15.72354813594626,1.4363392290798487,116.40346291629339,432.3078239601916,5.034550666724055,7.0,13.9,4.6,0.6,0.8,4.0,0.29,965.0,8.0,0.0,1676.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4576,6.959706547405638,75.60151838506545,17.58324073185031,1.2412762085966715,116.54789751637009,432.25448460741234,5.032998037130585,5.2,16.3,3.1,5.0,24.8,4.0,0.29,964.0,8.0,0.0,2966.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.8481,7.54804752406077,77.34056766447463,17.780089812344215,1.4118627315869263,116.33855125528316,432.31625826161553,5.034673726597533,2.0,16.1,11.4,0.0,0.0,4.0,0.29,962.0,8.0,0.0,1882.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.802,7.605946665272185,77.4880055284682,16.984777890828582,1.4027886015926994,116.34610457274084,432.3044099301459,5.034763863273741,4.7,15.6,11.4,0.0,0.0,4.0,0.29,960.0,8.0,0.0,1917.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,-0.3182,7.3107714026063775,77.47778915765468,18.48048981252424,1.417979056445967,116.34345403795623,432.34896115147916,5.034890420061349,4.7,18.1,5.7,0.0,0.0,4.0,0.29,957.0,8.0,0.0,2707.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5915,6.616686004233365,76.9233725454568,21.820098908532884,1.3688978928946627,116.3041954336395,432.3723172927188,5.034572820991923,1.7,22.1,10.9,0.0,0.0,4.0,0.29,956.0,8.0,0.0,3067.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5859,7.377184330340889,77.13248684208236,17.86318768282888,1.4509646188613123,116.3921400389554,432.3515985226155,5.034470536717435,4.5,16.7,0.8,1.7,1.1,4.0,0.29,950.0,8.0,0.0,1659.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4404,7.752252535745086,77.28474296413526,17.014509784419317,1.451032841305996,116.3818243382375,432.3295954558288,5.034542149053104,3.1,14.9,4.9,0.0,0.0,4.0,0.29,946.0,8.0,0.0,1054.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7506,7.563315701565585,76.9338965196257,17.511462051521107,1.4487574501951084,116.41841806829416,432.3449225321251,5.034194011282728,5.5,15.6,1.2,0.1,0.2,4.0,0.29,945.0,8.0,0.0,1952.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.636,7.228043882559959,77.33355334006535,17.500984407007138,1.3862225571496847,116.366258703943,432.314093111116,5.0347002762746,5.7,17.2,7.0,2.6,4.3,4.0,0.29,940.0,8.0,0.0,481.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.091029361634341,77.12869745981186,17.587053391701033,1.3562876288864585,116.39899950062136,432.308811520517,5.034542352412277,6.0,17.7,4.3,3.7,9.6,4.0,0.29,939.0,8.0,0.0,1414.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5994,6.376465517100186,76.56436225114317,22.383977817144114,1.3739842120393,116.35030255397896,432.3962862421861,5.034236967009411,4.2,23.1,4.5,0.7,1.2,4.0,0.29,936.0,8.0,0.0,355.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,6.534537410136856,76.83490234835074,22.153045848767192,1.3913081879142517,116.33176603923766,432.4003706454139,5.034502759875757,3.3,22.8,4.6,0.0,-0.1,4.0,0.29,930.0,8.0,0.0,626.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4404,5.900728254848275,76.64206774535307,24.649768263674787,1.3289617158758098,116.28138239727605,432.4101152031859,5.034512769567337,2.8,26.6,10.7,0.0,0.0,4.0,0.29,928.0,8.0,0.0,1075.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4404,6.006225592665601,76.729305586544,23.834048483369827,1.3289868404602911,116.2949698182947,432.4005631900371,5.034534442539604,4.8,25.8,10.0,0.0,0.0,4.0,0.29,925.0,8.0,0.0,681.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7717,5.969246584891003,76.57061360749549,24.01276904498502,1.3269020928320643,116.3038418721444,432.40120989994773,5.034372270972144,4.8,25.8,10.0,0.0,0.0,4.0,0.29,925.0,8.0,0.0,1829.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,-0.8519,5.997854645882185,77.17027068432049,24.283104728769615,1.3411326663621335,116.25064374945578,432.4152059204465,5.035074110240254,2.4,26.9,9.8,0.0,0.0,4.0,0.29,924.0,8.0,0.0,2714.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4939,7.576878169720793,77.46901191677136,17.114299934241046,1.412759668085818,116.3566643575441,432.31642697629354,5.034754479944997,5.3,15.9,8.7,0.0,0.0,4.0,0.29,914.0,8.0,0.0,2124.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.5994,7.14782570205287,76.9616410492199,19.354222393476334,1.4153785773952947,116.36904350796158,432.3587079581203,5.034389212798115,4.3,18.5,5.0,0.0,-0.1,4.0,0.29,910.0,8.0,0.0,507.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,7.167682525122892,77.04685476208613,19.258253821453025,1.4164980359013661,116.3642794319594,432.3583606907097,5.034476294964886,4.3,18.5,5.0,0.0,-0.1,4.0,0.29,910.0,8.0,0.0,2125.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.7506,7.136876355272477,76.84900542219589,19.356357936145855,1.4162935576308904,116.38201304671793,432.360307227974,5.034263532730126,4.8,18.4,4.1,0.0,0.0,4.0,0.29,909.0,8.0,0.0,396.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,7.733588296049803,77.77891710568588,16.590946572934058,1.405418059302571,116.32066219056014,432.2953120542261,5.035056147026938,3.3,15.2,13.4,0.0,0.0,4.0,0.29,907.0,8.0,0.0,2108.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4215,7.697556321200864,77.83724672341168,16.55415458594149,1.3958424384569108,116.31496505420137,432.2913560718563,5.03511723452324,4.0,15.4,14.3,0.0,0.0,4.0,0.29,906.0,8.0,0.0,1793.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.4754,7.490135994922575,77.38996313823804,17.874559737623827,1.4146547547138004,116.343555686728,432.32574750078305,5.034737122516716,3.2,16.6,9.3,0.0,0.0,4.0,0.29,901.0,8.0,0.0,2940.0,Park de Oeverlanden
1435.0,52.3349228,4.8191074,0.0,7.5431991410017645,77.61767870370602,17.61810409321737,1.417646270024572,116.33082470453655,432.3248195023177,5.034969831128761,3.2,16.6,9.3,0.0,0.0,4.0,0.29,901.0,8.0,0.0,169.0,Park de Oeverlanden
